Timestamp,Millis,Temperature,Humidity,Luminosity,Charge,Presence
2025-07-17 14:28:11,146703,33.5,28.0,734,916,False
2025-07-17 14:28:14,149747,33.4,28.0,753,915,False
2025-07-17 14:28:17,152814,33.4,28.0,731,910,False
2025-07-17 14:28:20,155858,33.5,28.0,151,923,False
2025-07-17 14:28:23,158923,33.4,28.0,731,908,False
2025-07-17 14:28:26,161969,33.4,28.0,107,916,False
2025-07-17 14:28:29,165036,33.5,28.0,741,910,False
2025-07-17 14:28:32,168080,33.4,28.0,136,921,False
2025-07-17 14:28:36,171145,33.4,28.0,731,908,False
2025-07-17 14:28:39,174190,33.3,28.0,137,925,False
2025-07-17 14:28:42,177257,33.4,28.0,730,914,False
2025-07-17 14:28:45,180300,33.3,28.0,751,922,False
2025-07-17 14:28:48,183367,33.4,28.0,740,918,False
2025-07-17 14:28:51,186413,33.5,28.0,739,922,False
2025-07-17 14:28:54,189478,33.2,28.0,168,908,False
2025-07-17 14:28:57,192523,33.4,28.0,750,923,False
2025-07-17 14:29:00,195588,33.3,28.0,729,915,False
2025-07-17 14:29:03,198633,33.4,28.0,750,914,False
2025-07-17 14:29:06,201700,33.5,28.0,740,911,False
2025-07-17 14:29:09,204744,33.4,28.0,752,914,False
2025-07-17 14:29:12,207810,33.5,28.0,745,927,False
2025-07-17 14:29:15,210854,33.4,28.0,258,922,False
2025-07-17 14:29:18,213921,33.3,28.0,728,913,False
2025-07-17 14:29:21,216965,33.3,28.0,752,887,False
2025-07-17 14:29:24,220032,33.5,28.0,739,913,False
2025-07-17 14:29:27,223077,33.5,28.0,729,926,True
2025-07-17 14:29:30,226145,33.3,30.0,706,898,True
2025-07-17 14:29:33,229191,33.2,30.0,702,909,True
2025-07-17 14:29:36,232259,33.3,30.0,624,898,False
2025-07-17 14:29:39,235303,33.4,29.0,731,890,False
2025-07-17 14:29:42,238370,33.2,30.0,705,913,True
2025-07-17 14:29:45,241417,33.2,31.0,705,917,True
2025-07-17 14:29:49,244485,33.2,31.0,586,898,True
2025-07-17 14:29:52,247531,33.2,30.0,722,895,False
2025-07-17 14:29:55,250597,33.4,29.0,178,894,False
2025-07-17 14:29:58,253642,33.3,29.0,276,811,True
2025-07-17 14:30:01,256710,33.3,30.0,393,875,True
2025-07-17 14:30:04,259757,33.3,30.0,256,870,True
2025-07-17 14:30:07,262824,33.2,30.0,711,864,True
2025-07-17 14:30:10,265871,33.2,30.0,742,857,False
2025-07-17 14:30:13,268937,33.3,29.0,737,856,False
2025-07-17 14:30:16,271981,33.2,29.0,743,887,False
2025-07-17 14:30:19,275047,33.4,30.0,723,873,False
2025-07-17 14:30:22,278092,33.4,30.0,709,862,True
2025-07-17 14:30:25,281161,33.3,31.0,714,865,True
2025-07-17 14:30:28,284207,33.3,30.0,721,865,True
2025-07-17 14:30:31,287275,33.3,30.0,550,905,True
2025-07-17 14:30:34,290322,33.3,30.0,723,914,True
2025-07-17 14:30:37,293390,33.1,30.0,194,913,True
2025-07-17 14:30:40,296437,33.3,30.0,180,839,False
2025-07-17 14:30:43,299503,33.3,28.0,733,850,False
2025-07-17 14:30:46,302546,33.5,28.0,727,849,False
2025-07-17 14:30:49,305612,33.4,29.0,729,846,False
2025-07-17 14:30:52,308657,33.4,29.0,725,848,False
2025-07-17 14:30:55,311724,33.5,29.0,732,845,False
2025-07-17 14:30:58,314767,33.2,29.0,715,837,False
2025-07-17 14:31:02,317834,33.4,29.0,274,822,False
2025-07-17 14:31:05,320879,33.4,30.0,735,824,False
2025-07-17 14:31:08,323945,33.3,29.0,726,840,False
2025-07-17 14:31:11,326989,33.3,29.0,722,835,False
2025-07-17 14:31:14,330056,33.4,29.0,718,817,False
2025-07-17 14:31:17,333100,33.5,29.0,737,847,False
2025-07-17 14:31:20,336166,33.4,29.0,97,851,False
2025-07-17 14:31:23,339212,33.4,29.0,742,859,False
2025-07-17 14:31:26,342278,33.4,29.0,93,857,False
2025-07-17 14:31:29,345322,33.4,29.0,104,867,False
2025-07-17 14:31:32,348388,33.4,29.0,401,858,False
2025-07-17 14:31:35,351431,33.4,29.0,91,872,False
2025-07-17 14:31:38,354498,33.3,28.0,726,846,False
2025-07-17 14:31:41,357542,33.4,28.0,399,872,False
2025-07-17 14:31:44,360608,33.4,28.0,736,870,False
2025-07-17 14:31:47,363654,33.4,28.0,745,862,False
2025-07-17 14:31:50,366721,33.5,28.0,693,870,False
2025-07-17 14:31:53,369766,33.5,28.0,706,879,True
2025-07-17 14:31:56,372835,33.4,30.0,190,873,True
2025-07-17 14:31:59,375880,33.5,30.0,183,874,True
2025-07-17 14:32:02,378948,33.4,30.0,538,878,True
2025-07-17 14:32:05,381995,33.3,30.0,216,880,True
2025-07-17 14:32:08,385062,33.4,30.0,713,866,True
2025-07-17 14:32:11,388109,33.4,30.0,716,875,True
2025-07-17 14:32:14,391176,33.5,29.0,125,861,False
2025-07-17 14:32:18,394221,33.5,28.0,217,899,True
2025-07-17 14:32:21,397290,33.4,30.0,716,897,True
2025-07-17 14:32:24,400335,33.3,30.0,549,902,True
2025-07-17 14:32:27,403404,33.4,30.0,720,894,True
2025-07-17 14:32:30,406450,33.5,29.0,725,899,True
2025-07-17 14:32:33,409519,33.2,30.0,234,893,True
2025-07-17 14:32:36,412564,33.4,29.0,260,906,True
2025-07-17 14:32:39,415632,33.4,30.0,722,915,True
2025-07-17 14:32:42,418679,33.4,30.0,725,920,True
2025-07-17 14:32:45,421746,33.3,30.0,240,913,True
2025-07-17 14:32:48,424791,33.5,29.0,140,902,False
2025-07-17 14:32:51,427857,33.2,29.0,746,900,False
2025-07-17 14:32:54,430903,33.5,28.0,140,899,False
2025-07-17 14:32:57,433970,33.4,28.0,751,898,False
2025-07-17 14:33:00,437013,33.5,28.0,122,903,False
2025-07-17 14:33:03,440080,33.5,28.0,751,901,False
2025-07-17 14:33:06,443125,33.2,28.0,119,904,False
2025-07-17 14:33:09,446192,33.3,28.0,746,896,False
2025-07-17 14:33:12,449238,33.3,28.0,230,914,True
2025-07-17 14:33:15,452306,33.3,30.0,721,911,True
2025-07-17 14:33:18,455352,33.2,30.0,720,916,True
2025-07-17 14:33:21,458420,33.3,29.0,735,901,False
2025-07-17 14:33:24,461465,33.3,28.0,738,891,False
2025-07-17 14:33:27,464532,33.5,28.0,115,881,False
2025-07-17 14:33:30,467575,33.4,28.0,749,895,False
2025-07-17 14:33:34,470644,33.4,28.0,212,862,True
2025-07-17 14:33:37,473691,33.3,30.0,191,892,True
2025-07-17 14:33:40,476760,33.3,29.0,712,902,True
2025-07-17 14:33:43,479805,33.3,30.0,411,902,True
2025-07-17 14:33:46,482874,33.2,29.0,717,900,True
2025-07-17 14:33:49,485919,33.2,30.0,723,895,True
2025-07-17 14:33:52,488987,33.5,29.0,363,884,False
2025-07-17 14:33:55,492030,33.4,28.0,116,889,False
2025-07-17 14:33:58,495097,33.2,28.0,361,894,False
2025-07-17 14:34:01,498143,33.2,28.0,125,891,False
2025-07-17 14:34:04,501210,33.4,28.0,144,892,False
2025-07-17 14:34:07,504256,33.5,28.0,722,905,True
2025-07-17 14:34:10,507324,33.2,29.0,212,894,True
2025-07-17 14:34:13,510371,33.2,30.0,496,899,True
2025-07-17 14:34:16,513439,33.2,29.0,403,904,False
2025-07-17 14:34:19,516485,33.4,29.0,156,887,False
2025-07-17 14:34:22,519550,33.2,28.0,727,874,False
2025-07-17 14:34:25,522597,33.3,29.0,722,902,True
2025-07-17 14:34:28,525665,33.2,30.0,278,894,True
2025-07-17 14:34:31,528711,33.2,30.0,241,895,True
2025-07-17 14:34:34,531778,33.1,29.0,728,864,False
2025-07-17 14:34:37,534823,33.4,29.0,719,870,False
2025-07-17 14:34:40,537890,33.4,29.0,157,882,False
2025-07-17 14:34:43,540934,33.4,29.0,629,884,False
2025-07-17 14:34:47,544002,33.4,28.0,148,851,False
2025-07-17 14:34:50,547047,33.2,29.0,709,897,True
2025-07-17 14:34:53,550116,33.3,30.0,249,909,True
2025-07-17 14:34:56,553161,33.2,30.0,716,918,True
2025-07-17 14:34:59,556229,33.5,30.0,166,899,False
2025-07-17 14:35:02,559273,33.5,29.0,152,902,False
2025-07-17 14:35:05,562340,33.2,29.0,737,898,False
2025-07-17 14:35:08,565384,33.4,29.0,157,901,False
2025-07-17 14:35:11,568451,33.5,29.0,417,891,False
2025-07-17 14:35:14,571496,33.4,29.0,19,909,False
2025-07-17 14:35:17,574563,33.3,30.0,192,893,True
2025-07-17 14:35:20,577609,33.3,30.0,192,892,True
2025-07-17 14:35:23,580678,33.3,30.0,153,888,True
2025-07-17 14:35:26,583723,33.2,30.0,100,882,False
2025-07-17 14:35:29,586789,33.4,28.0,185,881,False
2025-07-17 14:35:32,589835,33.4,28.0,99,892,True
2025-07-17 14:35:35,592904,33.2,30.0,272,892,True
2025-07-17 14:35:38,595949,33.2,29.0,192,892,True
2025-07-17 14:35:41,599017,33.2,29.0,26,878,False
2025-07-17 14:35:44,602062,33.6,28.0,748,883,False
2025-07-17 14:35:47,605129,33.5,28.0,142,888,False
2025-07-17 14:35:50,608173,33.3,28.0,130,865,False
2025-07-17 14:35:53,611239,33.2,29.0,745,878,False
2025-07-17 14:35:56,614285,33.2,29.0,743,860,False
2025-07-17 14:36:00,617351,33.3,29.0,149,864,False
2025-07-17 14:36:03,620394,33.2,29.0,749,876,False
2025-07-17 14:36:06,623462,33.4,29.0,249,895,True
2025-07-17 14:36:09,626507,33.2,30.0,218,884,True
2025-07-17 14:36:12,629576,33.2,30.0,708,893,True
2025-07-17 14:36:15,632622,33.2,30.0,708,888,True
2025-07-17 14:36:18,635689,33.2,28.0,714,895,True
2025-07-17 14:36:21,638736,33.2,30.0,189,894,True
2025-07-17 14:36:24,641804,33.2,30.0,261,885,True
2025-07-17 14:36:27,644850,33.1,30.0,246,887,True
2025-07-17 14:36:30,647916,33.2,29.0,746,881,False
2025-07-17 14:36:33,650961,33.2,29.0,751,878,False
2025-07-17 14:36:36,654029,32.6,28.0,718,893,True
2025-07-17 14:36:39,657076,33.2,30.0,727,898,True
2025-07-17 14:36:42,660145,33.0,30.0,240,896,True
2025-07-17 14:36:45,663190,33.1,30.0,132,883,False
2025-07-17 14:36:48,666257,33.2,29.0,528,882,False
2025-07-17 14:36:51,669300,33.2,29.0,443,886,False
2025-07-17 14:36:54,672367,33.2,30.0,156,879,False
2025-07-17 14:36:57,675412,33.2,30.0,299,865,False
2025-07-17 14:37:00,678478,33.1,30.0,112,863,False
2025-07-17 14:37:03,681522,33.2,30.0,80,862,False
2025-07-17 14:37:06,684588,33.2,30.0,355,865,False
2025-07-17 14:37:09,687632,33.3,29.0,473,886,False
2025-07-17 14:37:12,690697,33.2,30.0,84,885,False
2025-07-17 14:37:16,693741,33.3,31.0,144,897,False
2025-07-17 14:37:19,696809,33.2,33.0,120,899,False
2025-07-17 14:37:22,699854,33.2,35.0,190,907,True
2025-07-17 14:37:25,702923,33.2,35.0,555,914,True
2025-07-17 14:37:28,705969,33.2,34.0,419,908,True
2025-07-17 14:37:31,709038,34.6,32.0,389,894,False
2025-07-17 14:37:34,712082,33.3,31.0,524,880,True
2025-07-17 14:37:37,715150,33.3,31.0,705,829,True
2025-07-17 14:37:40,718197,33.3,31.0,393,834,True
2025-07-17 14:37:43,721265,33.2,31.0,158,842,False
2025-07-17 14:37:46,724311,33.4,30.0,69,844,False
2025-07-17 14:37:49,727378,33.2,32.0,498,865,True
2025-07-17 14:37:52,730425,33.3,34.0,493,864,True
2025-07-17 14:37:55,733494,33.2,33.0,164,868,True
2025-07-17 14:37:58,736540,33.2,33.0,82,847,False
2025-07-17 14:38:01,739609,33.3,32.0,178,870,True
2025-07-17 14:38:04,742654,33.3,33.0,177,862,True
2025-07-17 14:38:07,745723,33.4,32.0,556,865,True
2025-07-17 14:38:10,748769,33.3,32.0,431,821,False
2025-07-17 14:38:13,751837,33.3,31.0,169,875,True
2025-07-17 14:38:16,754883,33.4,31.0,131,871,True
2025-07-17 14:38:19,757951,33.3,30.0,530,847,True
2025-07-17 14:38:22,760996,33.4,30.0,385,828,False
2025-07-17 14:38:25,764065,33.5,30.0,374,876,True
2025-07-17 14:38:28,767111,33.4,30.0,616,871,True
2025-07-17 14:38:32,770180,33.3,30.0,158,866,True
2025-07-17 14:38:35,773225,33.5,32.0,75,832,False
2025-07-17 14:38:38,776292,33.5,32.0,336,845,False
2025-07-17 14:38:41,779335,33.5,32.0,398,844,False
2025-07-17 14:38:44,782402,33.7,31.0,743,848,False
2025-07-17 14:38:47,785447,33.5,30.0,374,846,False
2025-07-17 14:38:50,788513,33.6,29.0,158,850,False
2025-07-17 14:38:53,791560,33.6,29.0,432,869,True
2025-07-17 14:38:56,794628,33.5,30.0,439,867,True
2025-07-17 14:38:59,797675,33.5,30.0,608,864,True
2025-07-17 14:39:02,800742,33.5,30.0,75,823,False
2025-07-17 14:39:05,803786,33.5,29.0,384,862,True
2025-07-17 14:39:08,806855,33.5,30.0,173,858,True
2025-07-17 14:39:11,809901,33.5,30.0,116,850,True
2025-07-17 14:39:14,812969,33.5,32.0,472,847,True
2025-07-17 14:39:17,816013,33.6,34.0,330,837,False
2025-07-17 14:39:20,819081,33.5,35.0,417,854,True
2025-07-17 14:39:23,822127,33.5,34.0,594,864,True
2025-07-17 14:39:26,825196,33.5,34.0,473,852,True
2025-07-17 14:39:29,828240,33.6,34.0,656,829,False
2025-07-17 14:39:32,831308,33.5,33.0,268,860,True
2025-07-17 14:39:35,834355,33.6,32.0,684,861,True
2025-07-17 14:39:38,837423,33.5,31.0,124,858,True
2025-07-17 14:39:41,840468,33.6,30.0,464,840,False
2025-07-17 14:39:44,843534,33.7,29.0,49,841,False
2025-07-17 14:39:48,846578,33.7,29.0,114,857,True
2025-07-17 14:39:51,849646,33.6,30.0,649,860,True
2025-07-17 14:39:54,852692,33.6,30.0,716,863,True
2025-07-17 14:39:57,855761,33.7,30.0,240,859,False
2025-07-17 14:40:00,858808,33.7,29.0,312,860,True
2025-07-17 14:40:03,861875,33.5,31.0,125,857,True
2025-07-17 14:40:06,864921,33.8,31.0,108,855,True
2025-07-17 14:40:09,867989,33.6,30.0,603,841,False
2025-07-17 14:40:12,871034,33.8,30.0,717,865,True
2025-07-17 14:40:15,874103,33.7,31.0,118,865,True
2025-07-17 14:40:18,877150,33.7,30.0,134,868,True
2025-07-17 14:40:21,880217,33.7,30.0,353,854,False
2025-07-17 14:40:24,883262,33.7,29.0,414,843,False
2025-07-17 14:40:27,886328,33.9,29.0,114,846,False
2025-07-17 14:40:30,889373,33.7,29.0,114,849,False
2025-07-17 14:40:33,892440,33.7,28.0,218,849,False
2025-07-17 14:40:36,895483,33.8,28.0,48,846,False
2025-07-17 14:40:39,898551,33.8,27.0,254,849,False
2025-07-17 14:40:42,901597,33.7,28.0,100,873,True
2025-07-17 14:40:45,904666,33.7,29.0,605,866,True
2025-07-17 14:40:48,907711,33.7,30.0,539,868,True
2025-07-17 14:40:51,910778,33.9,30.0,104,850,False
2025-07-17 14:40:54,913824,33.7,29.0,270,860,True
2025-07-17 14:40:57,916892,33.9,32.0,435,864,True
2025-07-17 14:41:00,919938,33.7,31.0,592,863,True
2025-07-17 14:41:04,923004,33.8,30.0,101,837,False
2025-07-17 14:41:07,926050,33.7,30.0,112,838,False
2025-07-17 14:41:10,929116,33.9,29.0,127,838,False
2025-07-17 14:41:13,932161,33.9,29.0,50,838,False
2025-07-17 14:41:16,935227,33.9,29.0,64,825,False
2025-07-17 14:41:19,938273,33.9,29.0,114,864,True
2025-07-17 14:41:22,941342,33.7,29.0,97,861,True
2025-07-17 14:41:25,944388,33.9,29.0,107,854,True
2025-07-17 14:41:28,947454,33.9,29.0,109,844,False
2025-07-17 14:41:31,950500,33.9,27.0,53,842,False
2025-07-17 14:41:34,953567,33.9,28.0,246,868,True
2025-07-17 14:41:37,956613,33.9,28.0,157,866,True
2025-07-17 14:41:40,959682,33.7,28.0,650,865,True
2025-07-17 14:41:43,962726,33.9,29.0,429,844,False
2025-07-17 14:41:46,965793,33.9,30.0,470,842,False
2025-07-17 14:41:49,968838,33.9,30.0,358,869,True
2025-07-17 14:41:52,971906,33.9,31.0,565,859,True
2025-07-17 14:41:55,974953,33.9,31.0,303,858,True
2025-07-17 14:41:58,978020,33.9,30.0,593,863,True
2025-07-17 14:42:01,981064,33.9,29.0,240,846,False
2025-07-17 14:42:04,984132,33.9,29.0,451,843,True
2025-07-17 14:42:07,987177,33.9,31.0,307,850,True
2025-07-17 14:42:10,990246,33.8,30.0,588,861,True
2025-07-17 14:42:13,993293,33.8,30.0,702,855,True
2025-07-17 14:42:16,996360,34.0,28.0,92,841,False
2025-07-17 14:42:20,999404,33.9,28.0,104,838,False
2025-07-17 14:42:23,1002471,33.9,30.0,56,832,False
2025-07-17 14:42:26,1005514,34.0,31.0,62,826,False
2025-07-17 14:42:29,1008582,33.9,31.0,113,822,True
2025-07-17 14:42:32,1011629,33.9,31.0,120,848,True
2025-07-17 14:42:35,1014697,33.9,31.0,116,839,True
2025-07-17 14:42:38,1017742,33.8,31.0,51,826,False
2025-07-17 14:42:41,1020809,33.9,32.0,100,838,False
2025-07-17 14:42:44,1023855,33.9,33.0,128,865,True
2025-07-17 14:42:47,1026923,33.9,33.0,716,861,True
2025-07-17 14:42:50,1029969,33.9,32.0,510,861,True
2025-07-17 14:42:53,1033038,33.9,31.0,557,850,False
2025-07-17 14:42:56,1036082,33.9,30.0,724,831,False
2025-07-17 14:42:59,1039149,33.9,29.0,125,836,False
2025-07-17 14:43:02,1042192,34.0,28.0,707,833,False
2025-07-17 14:43:05,1045258,33.9,28.0,164,831,False
2025-07-17 14:43:08,1048303,33.9,29.0,429,834,False
2025-07-17 14:43:11,1051371,34.0,31.0,531,872,True
2025-07-17 14:43:14,1054416,33.9,31.0,714,868,True
2025-07-17 14:43:17,1057485,33.9,30.0,477,872,True
2025-07-17 14:43:20,1060531,33.9,29.0,640,867,True
2025-07-17 14:43:23,1063598,33.9,29.0,167,836,False
2025-07-17 14:43:26,1066641,33.9,29.0,739,832,False
2025-07-17 14:43:29,1069708,34.1,30.0,119,834,False
2025-07-17 14:43:32,1072753,34.0,29.0,739,831,False
2025-07-17 14:43:36,1075819,34.0,28.0,45,828,False
2025-07-17 14:43:39,1078863,34.1,28.0,159,848,False
2025-07-17 14:43:42,1081932,33.9,30.0,137,864,True
2025-07-17 14:43:45,1084978,33.8,30.0,197,850,True
2025-07-17 14:43:48,1088046,33.9,29.0,693,850,True
2025-07-17 14:43:51,1091091,33.9,29.0,748,847,False
2025-07-17 14:43:54,1094157,33.9,28.0,127,847,False
2025-07-17 14:43:57,1097200,33.9,27.0,123,837,False
2025-07-17 14:44:00,1100267,33.9,27.0,727,845,False
2025-07-17 14:44:03,1103311,33.9,27.0,752,854,False
2025-07-17 14:44:06,1106378,33.9,27.0,729,841,False
2025-07-17 14:44:09,1109423,34.0,27.0,738,835,False
2025-07-17 14:44:12,1112488,34.1,27.0,107,835,False
2025-07-17 14:44:15,1115534,33.9,27.0,420,838,False
2025-07-17 14:44:18,1118600,33.9,26.0,54,836,False
2025-07-17 14:44:21,1121644,33.9,27.0,38,837,False
2025-07-17 14:44:24,1124711,33.9,28.0,193,842,False
2025-07-17 14:44:27,1127754,34.0,28.0,204,848,False
2025-07-17 14:44:30,1130821,33.8,29.0,740,852,False
2025-07-17 14:44:33,1133867,33.8,28.0,638,843,False
2025-07-17 14:44:36,1136932,33.9,27.0,304,849,False
2025-07-17 14:44:39,1139978,34.0,27.0,125,849,False
2025-07-17 14:44:42,1143045,33.9,27.0,267,850,False
2025-07-17 14:44:45,1146089,33.8,27.0,422,842,False
2025-07-17 14:44:49,1149157,33.7,30.0,188,877,True
2025-07-17 14:44:52,1152203,33.8,30.0,404,854,True
2025-07-17 14:44:55,1155272,33.8,30.0,153,838,True
2025-07-17 14:44:58,1158318,33.8,30.0,141,877,True
2025-07-17 14:45:01,1161387,33.7,30.0,716,868,True
2025-07-17 14:45:04,1164432,33.8,30.0,627,878,True
2025-07-17 14:45:07,1167500,33.7,31.0,156,858,True
2025-07-17 14:45:10,1170544,34.0,31.0,234,832,False
2025-07-17 14:45:13,1173610,33.8,29.0,68,839,False
2025-07-17 14:45:16,1176654,33.8,30.0,37,822,False
2025-07-17 14:45:19,1179720,33.9,30.0,331,835,False
2025-07-17 14:45:22,1182766,33.8,30.0,58,829,False
2025-07-17 14:45:25,1185831,34.0,28.0,546,829,False
2025-07-17 14:45:28,1188876,33.9,28.0,449,832,False
2025-07-17 14:45:31,1191943,33.9,28.0,714,816,False
2025-07-17 14:45:34,1194986,33.9,28.0,13,818,False
2025-07-17 14:45:37,1198054,33.9,27.0,20,830,False
2025-07-17 14:45:40,1201097,33.9,27.0,48,829,False
2025-07-17 14:45:43,1204164,33.9,27.0,82,830,False
2025-07-17 14:45:46,1207209,33.9,27.0,141,865,True
2025-07-17 14:45:49,1210277,33.7,28.0,117,861,True
2025-07-17 14:45:52,1213325,33.7,28.0,247,861,True
2025-07-17 14:45:55,1216392,33.9,28.0,725,862,True
2025-07-17 14:45:58,1219438,33.7,28.0,130,830,False
2025-07-17 14:46:02,1222505,33.9,27.0,135,834,False
2025-07-17 14:46:05,1225549,33.9,27.0,759,835,False
2025-07-17 14:46:08,1228615,33.9,26.0,506,837,False
2025-07-17 14:46:11,1231659,33.8,26.0,168,832,False
2025-07-17 14:46:14,1234725,33.8,28.0,405,835,False
2025-07-17 14:46:17,1237770,33.9,28.0,347,833,False
2025-07-17 14:46:20,1240837,33.7,29.0,64,833,False
2025-07-17 14:46:23,1243881,33.7,28.0,659,833,False
2025-07-17 14:46:26,1246947,33.8,28.0,578,835,False
2025-07-17 14:46:29,1249992,33.7,28.0,541,829,False
2025-07-17 14:46:32,1253059,33.9,28.0,94,828,False
2025-07-17 14:46:35,1256102,33.6,28.0,748,833,False
2025-07-17 14:46:38,1259169,33.7,27.0,682,862,True
2025-07-17 14:46:41,1262216,33.7,29.0,729,865,True
2025-07-17 14:46:44,1265284,33.5,28.0,720,861,True
2025-07-17 14:46:47,1268329,33.7,29.0,722,857,True
2025-07-17 14:46:50,1271396,33.7,27.0,746,835,False
2025-07-17 14:46:53,1274439,33.7,27.0,750,828,False
2025-07-17 14:46:56,1277508,33.9,27.0,714,859,True
2025-07-17 14:46:59,1280555,33.7,28.0,287,854,True
2025-07-17 14:47:02,1283622,33.5,28.0,713,851,True
2025-07-17 14:47:05,1286669,33.5,28.0,232,860,True
2025-07-17 14:47:08,1289737,33.6,27.0,741,830,False
2025-07-17 14:47:11,1292781,33.7,27.0,136,823,False
2025-07-17 14:47:14,1295848,33.5,27.0,142,833,False
2025-07-17 14:47:18,1298891,33.5,27.0,123,830,False
2025-07-17 14:47:21,1301958,33.6,27.0,141,896,False
2025-07-17 14:47:24,1305001,33.6,27.0,140,899,False
2025-07-17 14:47:27,1308068,33.5,27.0,94,901,False
2025-07-17 14:47:30,1311114,33.6,27.0,108,911,False
2025-07-17 14:47:33,1314180,33.5,27.0,94,910,False
2025-07-17 14:47:36,1317224,33.5,27.0,470,914,False
2025-07-17 14:47:39,1320290,33.6,27.0,86,901,False
2025-07-17 14:47:42,1323333,33.6,27.0,741,892,False
2025-07-17 14:47:45,1326400,33.5,27.0,344,909,False
2025-07-17 14:47:48,1329445,33.5,27.0,50,900,False
2025-07-17 14:47:51,1332511,33.6,28.0,48,838,True
2025-07-17 14:47:54,1335558,33.6,29.0,471,855,True
2025-07-17 14:47:57,1338627,33.5,29.0,478,867,True
2025-07-17 14:48:00,1341672,33.5,30.0,109,825,True
2025-07-17 14:48:03,1344740,33.5,30.0,218,858,True
2025-07-17 14:48:06,1347787,33.5,29.0,715,862,True
2025-07-17 14:48:09,1350854,33.5,29.0,406,859,True
2025-07-17 14:48:12,1353899,33.5,29.0,386,837,False
2025-07-17 14:48:15,1356965,33.5,28.0,94,834,False
2025-07-17 14:48:18,1360009,33.5,28.0,617,841,False
2025-07-17 14:48:21,1363075,33.7,30.0,89,825,False
2025-07-17 14:48:24,1366120,33.7,29.0,76,817,False
2025-07-17 14:48:27,1369187,33.6,30.0,296,864,True
2025-07-17 14:48:31,1372233,33.6,31.0,153,864,True
2025-07-17 14:48:34,1375302,33.5,30.0,191,878,True
2025-07-17 14:48:37,1378348,33.5,30.0,84,843,False
2025-07-17 14:48:40,1381414,33.7,28.0,94,840,False
2025-07-17 14:48:43,1384459,33.5,29.0,81,836,False
2025-07-17 14:48:46,1387525,33.7,29.0,73,845,False
2025-07-17 14:48:49,1390568,33.7,28.0,73,844,False
2025-07-17 14:48:52,1393635,33.7,27.0,536,796,False
2025-07-17 14:48:55,1396679,33.7,27.0,431,854,False
2025-07-17 14:48:58,1399746,33.7,27.0,545,847,False
2025-07-17 14:49:01,1402790,33.7,27.0,572,844,False
